Employment_Sector;Education_Level;Years_at_Residence;Income_Fluctuations;Cash_Flow_Stability;Recurring_Expenses;Utility_Payments_On_Time;Rental_History_On_Time;Subscription_Payments;Spending_Patterns;Real_Time_Transactions;E_Commerce_Activity;Local_Job_Market_Stability;Inflation_Impact;Economic_Downturn_Resilience
Retail;PhD;16;0,658740263;4940,280957;41,62252954;82,15521763;98,96316457;98,06673156;36,8263206;7;3168,895198;9,66713481;5,174467586;0,797343748
Healthcare;PhD;7;1,112409281;1721,146836;56,29036576;65,78717012;84,81812163;72,9484859;75,26842046;6;4400,656767;11,99942827;7,9734499;0,75741123
Finance;PhD;20;0,492468245;943,6231716;43,24707776;81,0759362;83,5988069;61,92135895;74,20516275;1;4438,767547;7,575106697;4,03596578;0,881441082
Tech;High School;14;1,06236891;4231,914054;71,80879369;60,99309782;62,03407949;97,090825;77,65668654;0;4788,317374;11,85992472;6,697961404;0,856166965
Finance;Master's;9;0,134297828;3680,039902;38,52813652;72,24196797;87,18012588;80,18721443;19,24143201;8;4338,527299;6,833438887;1,451918093;0,872337818
Education;Master's;15;0,528592277;3277,484626;37,61208755;94,97062611;87,51359147;55,26325812;87,5488996;4;10,70459673;5,173229442;6,478198845;0,818276546
Retail;PhD;21;0,868782471;1201,913887;35,95986159;56,67671166;65,86444919;78,63414079;86,7700923;4;1901,205832;11,47717448;2,37387682;1,121133407
Tech;High School;3;0,984925761;2653,232523;39,96685214;69,3348225;74,18569162;75,02904447;38,59757164;9;4092,7129;7,455739798;8,475249926;0,664263664
Tech;High School;2;0,90785693;4012,502121;53,44429786;91,05712124;64,73016665;92,7794447;15,27152146;3;1831,26503;14,75790236;4,199045172;1,345981292
Education;Master's;27;1,076858787;1866,307722;62,42091766;98,47454497;62,93525352;76,53475949;23,36445356;1;3007,742532;6,54330737;3,533984765;1,312402484
Education;High School;2;0,108524248;1902,604228;59,75407506;72,69630682;51,29480351;62,76162172;89,42646604;4;3031,584737;13,98245647;8,56800079;0,976483208
Healthcare;High School;3;0,24131768;514,1340772;68,4630692;75,34998101;64,26058723;83,78220319;55,04103545;1;1825,12652;14,12851313;1,451296208;1,352729965
Retail;High School;18;1,316521953;1284,095307;73,15483973;78,60859809;77,69849749;77,12877263;38,52974391;6;4522,369636;5,144088312;4,569479194;0,74714507
Retail;Bachelor's;14;1,054448102;4439,325313;68,96474254;96,61740708;50,08005938;61,65223141;33,05621551;8;2516,141727;12,37687536;4,330031865;0,517565456
Finance;PhD;20;0,2581043;2487,859212;21,1367242;92,91033955;64,16095419;78,6813929;30,55933882;8;2323,92103;7,629968567;3,563203368;1,119207925
Healthcare;Master's;18;1,278904212;4929,055247;64,15507721;58,53005623;94,07051662;91,07677889;63,1322212;5;4987,568728;13,92782145;9,205788988;0,957909407
Healthcare;Master's;10;0,439123705;2280,685836;32,50397442;71,83789089;79,68242926;51,42854589;43,55102652;0;2467,50182;7,851615544;7,758355542;1,067164546
Healthcare;Bachelor's;25;0,769563838;3718,339047;27,97568256;73,20002141;80,3931412;81,54255193;87,23285595;5;891,9912596;11,67594833;1,575308478;1,399339409
Healthcare;PhD;2;0,303275118;1768,635693;58,30932709;89,45480558;70,16821525;67,47925979;64,70744245;4;2565,347114;8,070576319;7,432187045;1,469925574
Retail;Master's;25;1,094154079;2137,143385;39,18459172;80,14464413;83,82360717;64,63357229;73,36356728;3;4070,083678;4,961409824;5,745692198;1,13445314
Retail;High School;29;1,033596189;1358,266944;23,4270298;82,7110231;59,49663831;69,62938752;33,41932389;5;3884,301634;4,591551676;9,10781105;1,26405559
Healthcare;Master's;22;0,39555746;2061,780658;28,25778406;99,90999538;90,93734052;67,10113321;16,33491273;5;3942,908826;7,530605525;3,816510556;0,583808433
Finance;High School;1;1,308761074;2962,568842;20,05576501;53,74800217;55,834456;91,61195534;49,02582699;5;3540,11892;11,82143054;6,167457996;0,660715585
Tech;Bachelor's;4;0,661828434;4962,977964;74,19341764;61,15049118;82,80006773;63,73989054;35,16652372;1;1271,089145;9,865929307;5,506797473;1,233204805
Tech;High School;14;0,509521127;3488,907709;21,47707903;70,39479687;67,05746629;86,65765116;26,1666532;6;4310,420429;10,95218077;5,406048156;0,931365456
Finance;Master's;1;0,313261425;1396,606795;32,56734617;67,38912015;87,37564853;54,70299101;86,21137046;3;4467,217327;5,67024256;5,104948596;0,94596527
Healthcare;Master's;14;0,472635218;702,3264872;44,97576684;51,08227807;77,48822756;97,56981862;45,51905715;8;970,7634831;8,258659497;2,85066528;0,808607682
Retail;Master's;16;0,13083769;1068,604166;41,39427956;54,58888032;72,61765192;81,11583186;23,97668736;9;652,2781828;2,577138445;7,801389302;1,107356383
Tech;Bachelor's;22;0,916560489;3031,498406;74,70355261;84,04766457;58,4711201;85,33592885;25,89205221;1;4878,024843;12,62792141;5,062024295;0,685165045
Education;Bachelor's;14;1,279123045;3943,22148;22,41733674;93,96622317;81,84107321;64,9019666;32,4567794;4;4341,619818;14,86859811;9,626646475;1,126916279
Education;PhD;29;0,868572629;4731,886433;50,73288246;75,71135056;98,73849217;70,60482844;89,94530146;3;4466,180736;7,289427814;3,347275845;0,673798857
Finance;Master's;20;0,406983547;571,204274;60,82876775;76,95955398;91,28017125;61,18891931;31,44092004;8;4431,881923;2,142527491;7,144694557;0,563826035
Healthcare;High School;3;0,147136849;2852,420637;75,90187842;62,75467164;53,00040963;96,62680429;36,30414437;3;2708,43412;4,207304314;9,466453717;0,830357689
Tech;Bachelor's;3;0,400479303;2618,903103;57,22227513;88,39381818;68,81146892;74,40522236;62,74625024;7;3232,008683;10,48284941;6,971124907;0,731140342
Healthcare;Master's;9;0,682569999;3452,247599;68,22531416;87,58972937;96,27915046;81,52240578;33,51691011;7;2726,814261;9,957031137;8,841456169;1,388991639
Tech;Master's;6;1,163456;3018,104845;25,02349627;79,41828446;75,15218738;86,71360153;27,26434008;5;256,031746;12,24224135;8,447328638;0,554953454
Finance;Bachelor's;25;0,362979994;3591,676178;43,15637066;60,63321433;83,10559129;68,55530455;22,69097493;5;3727,515427;5,300492142;4,241059439;0,676613693
Finance;PhD;13;1,107708035;3461,371631;42,43682807;54,85091091;95,62996728;86,00508273;35,0146132;7;2526,660167;11,9272149;6,401115459;1,048719606
Education;Bachelor's;21;1,313706856;1026,552762;73,17729299;53,21192879;93,68973452;83,79962449;18,47325517;9;3238,545374;10,94379228;2,406352058;0,981067191
Healthcare;Bachelor's;2;0,735525587;4098,730611;29,08227028;79,63480333;75,09101878;85,28296669;11,49172691;8;2513,199025;6,19658847;5,819732944;0,545852018
Education;High School;8;1,250004788;1054,546591;29,11317034;91,25176596;71,88231513;74,46149501;74,37133579;4;2459,056612;9,091345925;3,073797746;0,507252428
Healthcare;High School;21;0,876520287;3643,387813;39,71348899;92,91652159;66,98463092;69,14686911;21,03159539;0;858,9455474;3,91455951;7,693631335;1,488067942
Education;PhD;2;0,991927172;2372,654154;23,26796284;73,18110372;85,95097216;61,10410941;72,07814799;0;1393,568576;7,883338545;5,752525797;1,1588347
Retail;Master's;4;0,836789844;2812,328306;30,94748244;89,21356497;64,34933997;91,23131764;73,80339832;1;794,2634597;13,45556541;4,701046264;0,865406131
Retail;Bachelor's;25;0,748441803;4564,841065;77,91257831;97,34400982;62,49438032;80,41750233;53,03356211;9;978,3314781;7,475487938;3,419173866;0,970432248
Retail;PhD;15;0,428514818;4504,476769;45,69103639;63,75850562;67,81249473;72,2176098;34,77455667;9;4864,886902;12,91436718;9,988286337;0,76655012
Retail;High School;4;0,524471683;4180,353375;57,92115251;69,89801732;58,86075284;97,19979534;21,6026187;4;765,5672289;9,673293748;1,645394688;0,844873784
Tech;Bachelor's;13;0,505958167;2795,667712;63,56667556;96,57394963;84,7559908;52,39194063;68,94440854;3;1346,352122;4,49439727;1,392046125;1,149044467
Retail;Master's;28;0,888604503;3813,079146;42,01768442;66,91154837;80,81203247;92,50859726;58,11095888;0;2952,948289;9,554381181;2,955316604;1,382811799
Finance;High School;12;0,26793517;2808,03675;28,83362446;95,69381452;74,14392671;99,87912965;62,43627652;3;3050,892881;8,577783279;9,739652128;0,684130023
Finance;High School;28;1,383508367;4413,227371;32,39486097;99,05224311;69,51628896;94,34710554;10,69352719;3;769,8706487;7,182337358;9,813143515;1,340361505
Tech;High School;13;1,108917203;2312,49125;38,79598859;83,09053643;95,45312714;90,52182928;84,20136126;9;3968,587129;3,555195714;6,894349613;0,62155663
Retail;PhD;14;0,662023883;4866,05905;58,16410522;90,84451448;51,45618925;68,71529967;15,303215;3;3926,01434;7,41721263;8,920960005;0,714992224
Retail;Master's;20;0,322073802;4695,452412;43,89683295;87,47727821;88,45538718;61,56570911;39,34447081;0;1186,588521;2,945910891;2,925655578;0,537175288
Retail;Bachelor's;18;1,334789038;3837,211788;20,40888187;84,97671288;95,09547859;86,74252602;42,21693197;8;1443,331513;3,283997668;9,748378848;0,640811862
Education;PhD;29;1,253289326;1757,371479;51,4044311;65,34655365;72,31772897;65,22876831;10,10844196;2;4689,939327;7,406914928;2,285063651;1,417303145
Healthcare;PhD;28;1,110410174;1092,44115;75,29080351;52,8547169;77,53452457;58,80198411;49,76714475;3;4128,35723;5,969959266;1,910126694;0,959438747
Education;PhD;6;0,480165866;4346,165525;68,72465666;67,15258663;97,22318439;89,32629436;70,22471956;4;3488,985165;14,03207624;2,009903853;0,577665862
Healthcare;High School;29;0,663425292;1243,860288;69,51268228;83,34679926;60,61387576;65,62718261;75,86149225;6;411,1661076;6,88417547;6,158151309;1,459726838
Retail;Master's;11;0,243847553;4344,17355;67,70348106;55,12645991;76,00674239;95,72208647;80,35175946;5;2091,320405;11,85215559;8,028769606;1,378992308
Retail;PhD;2;0,364655335;2708,44253;39,42384954;50,59589915;73,73605636;92,03163224;49,01750947;4;2796,50936;8,893217843;4,300004601;1,254682521
Education;Bachelor's;28;1,196223292;2329,505527;65,91163003;56,98461863;62,91963239;92,38201648;60,45089524;7;937,0564399;11,15311369;9,80106389;1,433472792
Education;Master's;23;1,101054206;4564,358505;28,58968147;85,78679632;90,92966152;88,5784863;16,36157706;0;2241,132911;5,381507779;4,909781243;0,720129421
Healthcare;Bachelor's;19;0,930880068;3217,329421;59,46296884;98,63968508;94,98002974;94,04407119;49,04305794;6;3005,129387;14,24476465;2,354036957;1,336369293
Finance;Master's;19;1,354017416;3094,763032;58,494114;99,15323498;89,09662899;90,28734461;22,38526039;5;1636,883401;8,89115046;5,193700734;1,189991196
Healthcare;Bachelor's;5;0,916573125;3014,446751;21,53418795;74,69895746;59,76794804;80,12556818;39,57144941;4;3904,724095;12,80721293;7,111334489;1,36975925
Education;High School;19;0,7537552;2170,262822;67,27820802;93,46761505;54,33743178;64,79113593;36,34442503;6;4202,247908;6,745594015;8,490032025;1,296911566
Education;PhD;2;0,576519045;4035,393966;74,19488631;86,84132279;80,27222427;94,41045966;43,88324618;2;1618,047347;3,302747538;5,12891461;0,846495063
Tech;Bachelor's;10;1,416627908;1637,592998;36,04491671;75,05201185;52,85473803;92,03018114;55,73092944;0;4193,285772;10,75825142;6,342461434;1,274398537
Education;Master's;25;0,215801646;4725,02732;68,74344345;78,63802665;83,64129443;73,64396611;82,23013177;8;517,8828305;2,100875428;3,406102409;0,762456303
Tech;PhD;2;1,403242321;4522,933423;24,94435831;56,86135733;76,52121102;51,9539343;41,55877051;1;4188,645493;8,178808695;6,813248738;0,828592163
Finance;PhD;11;1,257400524;2018,661466;55,9980715;96,88307303;83,13928664;81,92718637;88,49049566;9;763,7521583;4,506424735;9,873747496;0,607905717
Healthcare;Master's;18;0,281901894;3782,586964;49,13881192;67,59648854;79,50853868;52,52984268;70,72224384;2;414,6357625;10,15588156;1,441482153;1,435076616
Healthcare;Bachelor's;29;0,890978101;3079,504375;52,755412;72,30746282;71,13512848;96,31399809;50,91848374;7;3208,877022;14,73245835;8,978776036;0,791003363
Tech;High School;24;1,313167174;2019,421859;75,57231211;83,58301155;60,04385901;98,08156283;61,52211497;9;2359,686829;8,037237782;6,060542525;1,020622465
Healthcare;High School;15;0,900532829;4948,347416;72,27891483;66,69512358;65,28510679;59,47450729;18,17793369;8;4539,453002;12,62747733;3,268887936;0,891332836
Education;Bachelor's;9;1,37007975;613,5680563;67,10501943;62,71295805;76,22502871;83,8194689;77,56172251;2;1815,94598;8,60119443;9,59400739;1,459928121
Retail;PhD;23;1,420177344;1636,907138;36,42190746;81,55246966;82,59340468;54,61345023;56,58859641;5;1435,761317;8,445920404;5,350188728;0,835049171
Tech;PhD;19;0,691338331;2840,333275;74,70911772;51,24920411;88,97415084;86,47584643;88,88539842;6;2503,674531;14,09550541;3,985212265;1,278545821
Healthcare;PhD;9;0,628239126;2848,788516;25,85046155;86,0362556;88,35853592;67,36438331;60,9142995;0;2279,730929;13,56955629;2,633478654;1,355416155
Tech;PhD;3;1,410849616;3150,198837;71,19975299;75,70116849;98,63443716;84,05250559;76,72892666;6;1722,140231;12,21540605;3,200069892;0,935606497
Tech;Bachelor's;21;1,045196086;3882,542774;39,68960434;80,28768653;64,29207243;68,64382546;73,98101942;3;3468,706493;5,851324793;8,495641374;0,878171814
Retail;PhD;9;0,262431754;3305,650237;23,2263387;81,59400796;53,55553541;57,27837549;37,63689212;4;3797,80917;9,085109404;6,529690084;1,247745821
Education;Master's;28;0,159208449;3201,266572;60,16141905;76,35250782;67,28284678;70,30549903;30,76885002;7;4264,919845;4,910664033;9,219210575;1,41289598
Tech;PhD;14;0,890480671;740,8150831;33,8767957;79,12668887;87,16472376;55,63367633;44,43948667;3;4864,283024;7,770917075;3,087716069;1,254931733
Healthcare;High School;19;1,402239352;2194,386295;34,61426755;84,18941004;71,90558255;78,84416375;47,37930755;3;1333,280961;8,294769855;2,090247165;0,727126366
Finance;PhD;7;1,281948183;1544,250829;38,36282997;87,65594236;90,88942153;52,04757661;29,20677615;7;3580,467412;12,81132052;1,054787779;1,388307747
Tech;Bachelor's;16;1,046186845;1694,165502;23,82108605;86,37261956;77,46631826;76,36598398;81,56782987;4;1971,291177;13,64836875;5,570758339;0,887581667
Tech;High School;16;0,294762188;2994,518635;30,62762865;93,48082289;96,48958613;94,31843235;53,40382898;5;3385,40986;7,390060811;9,984762373;1,076229412
Retail;Bachelor's;28;0,455923937;1397,773917;20,30837766;59,47217166;97,3931721;91,89366351;88,27555137;4;2379,908452;2,230157786;7,254687419;1,331435619
Education;Bachelor's;1;1,325715717;1822,770955;46,72457127;70,05739847;53,4652253;94,13908498;74,80142224;0;4968,865514;13,20305992;3,775551328;0,688394767
Finance;High School;4;0,355930131;1566,881188;25,05532265;97,3898033;72,82067199;96,10244011;54,45638883;6;3644,510679;4,265622821;8,891727247;1,284510136
Healthcare;Bachelor's;4;0,489815172;4768,263244;60,9591563;69,82952872;80,48445306;55,22639439;85,76322225;5;4762,456502;10,08446553;8,035500394;1,096162798
Finance;Bachelor's;7;0,281440912;4750,995795;34,13737107;56,24350385;62,79362704;56,43736014;50,38998521;1;4174,847747;2,324621706;1,138736495;1,393341642
Healthcare;PhD;8;1,046551524;3244,737014;76,61444864;76,27225632;70,35383897;77,85034032;80,968521;6;4514,505056;7,193584178;8,351744325;0,671970402
Education;Master's;17;1,421575228;4660,351109;72,27509764;55,47454863;83,88407706;94,69863342;38,6515825;5;4072,095986;14,81748393;3,704740815;0,920682237
Healthcare;Bachelor's;5;0,476555244;4036,156905;37,3664537;60,14266194;61,33671134;98,71747283;40,29139067;4;2295,795652;3,309016814;2,347061181;1,332843093
Retail;Bachelor's;7;0,765569251;3154,765473;66,99292728;99,91593783;80,09906765;52,31309587;43,45045464;7;1258,942267;7,508010976;3,036977558;0,519231703
Retail;Bachelor's;28;0,988075636;528,9584517;68,19469428;77,06813192;84,87239141;67,78870421;53,73005168;4;1851,600877;5,992949352;5,217218239;0,612201367
Retail;PhD;20;1,499252748;3976,323287;79,19378685;64,20291945;54,52481555;60,64471273;54,27922162;1;101,1811632;13,7661456;4,823811344;1,490565213
Retail;Master's;29;0,246731291;3661,197537;55,87039921;99,73874773;74,8764658;87,79829245;49,71191373;5;2619,965837;13,3014214;3,599985694;0,780394179
Finance;High School;20;0,797999119;3268,64144;24,91794408;98,32794593;63,1540015;82,00969343;34,48007789;0;2525,289001;5,090083884;2,5499649;1,475543194
Education;PhD;4;0,639168168;3921,909403;58,81023374;72,03695205;86,2193178;55,99440157;84,17651718;4;2626,252324;3,055441232;7,860077107;0,682531551
Healthcare;PhD;28;1,312148231;2808,149741;57,4987849;63,02015544;59,47777543;74,17610337;57,08688779;5;4870,156125;10,15279912;9,910988054;0,861094443
Healthcare;Master's;6;0,766354823;3668,374721;58,30103465;91,9199819;94,61189578;84,27202612;42,6191373;6;4557,270017;6,372793254;8,000124224;1,252869445
Retail;Master's;7;0,255368534;4708,27439;38,42873889;85,78103585;71,54706683;88,9502697;62,09415686;1;808,5638917;10,73709708;3,663432709;1,157778407
Retail;PhD;18;0,988193803;2191,122571;71,5807751;84,34707175;59,90015152;51,00263549;71,43734062;0;1844,412608;2,417556829;3,203280653;1,0811224
Tech;High School;5;1,179092866;3686,548257;77,56833098;94,65568707;71,90108982;94,5234787;86,85824706;5;2119,780897;3,734190057;2,958992885;1,029899176
Education;PhD;20;0,104033752;2640,595181;33,06275078;84,47085669;70,43718814;78,46406915;49,96393298;2;1802,664589;10,92283903;2,23025567;1,343440444
Finance;Master's;29;1,30253936;3534,798433;25,28912949;64,18989715;71,44594797;90,59545575;18,96788083;4;3992,479818;4,760818519;5,961974947;0,734948563
Healthcare;High School;3;0,3604322;3933,02001;31,67210199;84,69315809;79,27806467;90,3969015;45,26126411;1;2620,188349;13,14863978;6,448603348;0,942470927
Tech;Master's;7;0,872897111;704,536252;69,23312836;65,29067556;76,05868625;59,49263301;48,31764492;0;2860,499085;2,76168154;7,349523946;0,655452292
Tech;High School;27;0,682116501;3409,701998;60,59867809;87,96194898;57,48885658;55,50860601;81,75952625;0;4265,067795;4,801265776;7,121920338;1,095941596
Healthcare;Bachelor's;28;1,107515343;1520,33533;58,16284054;80,98739272;53,27895363;86,06436345;41,58406148;3;4029,640767;14,98128323;3,630999802;0,750544424
Finance;Master's;22;0,619626261;3515,14642;44,10758811;53,8705776;86,47077244;57,82134594;86,26594119;9;661,0576141;7,629989334;3,972799049;0,833842064
Tech;Master's;14;1,317668447;2607,485837;54,66967829;75,64176812;77,9858718;92,49687457;48,81055262;1;3569,57292;11,13855363;7,133630819;0,971250717
Tech;PhD;7;1,122694905;3980,987338;38,47244752;67,16504846;67,9500384;86,30947419;87,90244008;0;2177,180645;4,374619635;4,145028767;0,526770586
Education;Master's;5;1,006798439;1055,303668;48,63200477;66,42853164;90,41789112;92,09126822;10,65586569;5;1473,244515;9,928293555;2,913608707;0,591937936
Finance;Master's;29;1,214736834;3318,450582;67,5837817;80,11281512;69,40292371;64,95063398;81,90522998;3;250,0941045;11,43937889;4,369025383;1,185929221
Tech;Bachelor's;22;1,155632249;1753,11828;78,87449585;66,11624122;89,79825448;65,82990302;84,48963616;9;2436,247802;6,088196266;3,448757418;0,928969981
Finance;Master's;5;0,150314145;4338,418979;75,94933542;88,84468741;65,28780638;83,56107782;86,88167486;6;1777,183404;12,77566246;1,794814491;1,364790222
Healthcare;Bachelor's;23;0,652628095;4677,725775;76,03195657;53,5395718;53,64226488;51,57229775;11,04612273;5;1257,565198;9,84442852;8,47125012;1,194672004
Retail;Bachelor's;2;1,403130216;4983,792322;44,13342409;83,01941262;96,63198469;86,32483732;23,73606692;4;3473,358648;7,058599125;8,678002502;0,508100942
Tech;Bachelor's;27;0,276013977;4082,033311;48,12739283;90,45974018;69,72755646;91,78915354;62,30116025;9;3847,426937;9,249351113;2,977752702;1,116712331
Education;Bachelor's;21;1,131935171;3891,803317;62,33812378;83,6415845;89,63462864;70,75817933;12,03781534;1;1223,947595;9,497891017;1,582949796;0,593724866
Healthcare;High School;22;1,464428536;1469,753415;75,33151568;74,86145975;63,95720666;88,2439415;15,08871969;4;247,2371834;4,151958805;7,649446936;1,28093318
Finance;PhD;6;0,173078081;2012,031765;28,51965556;97,51535069;82,31825561;58,73054585;27,6863099;8;4243,763503;7,235520808;2,903757633;1,491507688
Healthcare;High School;15;1,055071433;2595,571438;38,25451183;64,99692449;93,66554366;66,11301969;50,9951815;8;49,79870602;6,464597644;4,540919405;1,031198794
Tech;Master's;21;0,755415798;3980,214715;28,35481068;50,95839438;52,08220112;98,71524816;53,67220474;1;4685,56247;7,211735394;1,57721727;1,1827795
Finance;High School;10;0,910845358;4617,346393;56,7205118;71,59946857;91,53178823;99,31640868;12,74088982;6;3138,09937;11,89443765;3,036426263;0,737314161
Retail;High School;23;0,219477871;1351,12595;38,37805981;51,6505968;78,56665025;75,63025265;23,62938006;9;1609,233176;8,272999297;8,136120505;0,937597744
Healthcare;Master's;26;0,160209733;4650,653681;39,56647115;97,69683763;80,3735877;96,71348957;49,97645387;3;1232,389548;14,22410999;8,239568022;1,356095332
Tech;Master's;24;1,033613325;3630,310936;24,25495757;60,49590229;76,15790004;76,1365339;57,51524968;2;45,02832132;5,817793374;2,863763424;0,667422948
Education;Master's;7;1,252633202;3248,468288;40,98776371;89,4463512;93,72375516;64,57940641;21,87213572;0;1177,357085;7,404146518;4,023224606;0,765535606
Finance;High School;5;1,194821469;1399,285721;71,74979044;88,72860416;52,17166786;63,3449644;41,90731296;2;688,6415076;12,23043854;2,208145772;0,945433675
Healthcare;High School;1;0,861328019;749,8626476;33,98436871;60,88644498;63,05141958;96,47528527;82,35211492;8;3060,831104;9,098319713;1,667553673;1,212248892
Healthcare;Master's;13;0,23981355;3058,092043;61,71124797;81,06132652;93,78812694;58,62231945;89,91194296;8;832,727943;9,111365904;9,92954543;0,875883955
Retail;PhD;21;1,063262221;3431,820575;57,7777007;52,40394842;87,61728513;78,98162291;88,97715639;6;2643,149188;2,693422119;6,900345561;1,42773228
Retail;PhD;26;0,438644437;1448,516522;71,8090765;74,17872929;50,88225801;77,7762534;80,53396082;2;2950,582112;7,181795615;5,878868583;0,594457051
Education;Bachelor's;18;1,375496184;3004,052926;27,93727686;50,73235636;75,85031416;86,98108423;41,57280704;2;1490,208492;5,519538521;7,889486504;0,870804198
Education;Master's;13;1,273571503;4354,220312;78,65539762;96,05719401;76,47863404;74,96214538;64,92594337;3;175,3247451;14,9913566;8,560694437;1,208954123
Tech;Bachelor's;21;1,093136154;4257,796755;54,95771876;98,80430121;70,04410676;63,61428304;43,32737822;6;186,2694031;6,008615918;8,260432912;0,725986766
Tech;PhD;21;1,428384338;4673,098313;79,72844914;61,11413833;64,8696666;58,46982498;61,88216215;6;131,736661;13,49845495;1,148855044;1,156413134
Education;Bachelor's;18;0,14399055;2146,486143;74,69088355;60,40530173;84,08624252;81,04094018;34,75459768;1;3695,623336;10,79103856;2,681271084;0,664216958
Education;Master's;5;1,130680595;1931,223076;33,29103633;87,68600883;60,38952324;85,94953784;58,49618029;4;1590,048524;6,431913319;6,894147719;0,555980285
Finance;Master's;13;0,562339891;3872,417027;23,36972059;62,66896994;89,9474281;78,47606393;51,90067972;6;3981,50093;9,065946919;4,38183413;0,621015717
Retail;Master's;4;1,36849224;2440,005823;35,33834563;94,75382796;90,15185804;86,91756386;11,95842127;6;2158,664119;12,92696644;9,84234386;1,429984783
Tech;High School;17;0,473345275;893,9689881;51,65381894;78,69645681;70,76307188;57,07606012;73,2562323;5;2264,990504;13,48378787;6,988643134;1,051750883
Retail;Bachelor's;3;1,114799099;1772,605088;30,29578202;67,53888115;64,17740055;94,12350975;10,95182658;9;2564,413013;4,085120375;9,608940179;1,296345775
Retail;PhD;17;1,328705828;2383,620285;30,04758467;91,63468732;64,19390908;79,11977542;33,45247538;9;3565,157282;6,414450836;2,813018335;0,832654501
Education;PhD;28;0,158319546;1816,323915;47,75561283;74,67033502;74,1145662;56,34219634;10,47392524;7;1367,514329;6,357901343;8,775613253;1,092658648
Finance;PhD;11;0,656706611;1994,925069;21,99607827;95,58164569;85,97896124;73,09626021;40,09611306;2;607,9367477;2,546582349;3,892170752;0,994952134
Healthcare;High School;21;1,167232645;1821,991578;27,31328495;96,40071184;67,94343455;92,23958689;15,05284225;0;2780,286676;9,777090878;9,906083274;1,445737959
Finance;High School;20;0,736886445;686,7462523;44,95168036;58,27100761;80,50216727;94,87810967;83,08087735;2;1634,888116;13,11266069;2,419198049;1,247574636
Finance;Master's;23;0,474153682;3366,926154;23,78779455;50,11617031;69,12422303;63,23247525;43,25434361;1;2212,456568;6,960467042;5,64705837;1,230542631
Retail;PhD;21;0,407727488;3187,815892;43,80530339;99,19654701;65,22615946;85,56329124;46,75966199;1;3234,733542;11,62046728;8,135600805;0,546353269
Finance;High School;26;0,284125574;3440,225743;48,44037596;95,30687681;51,2429758;54,99926237;37,98801889;1;2470,628706;10,16010538;4,893782325;1,049669669
Tech;Master's;4;1,299981384;1365,394532;47,07599684;52,77226179;50,19570529;51,67729357;60,20049234;4;3101,394086;6,883433561;5,212756542;0,966991454
Retail;PhD;2;0,905497565;1830,445437;72,15049144;91,6517132;61,36038389;78,01994769;72,75264933;0;2721,000011;3,833777393;9,87720216;1,427842267
Tech;Bachelor's;20;0,206938923;3288,271671;51,8037473;72,89024663;70,32031434;84,74137897;61,85173944;9;3698,98186;11,22121009;4,827773353;0,757341988
Healthcare;Master's;16;0,635612453;3198,324058;48,07882775;62,94808025;92,56305837;89,78933656;69,85656947;3;3529,683089;13,1093472;6,436648905;0,769833453
Retail;High School;28;0,614827111;2778,486392;44,64255472;93,93732618;89,92421215;67,01081192;82,47789308;9;2670,949459;10,9161084;1,490856946;0,911346249
Healthcare;High School;18;0,354434867;2076,859625;69,0574027;59,83336162;63,35826313;50,32627052;79,08372253;4;3394,515104;2,232420292;8,579890722;0,743369713
Retail;Master's;8;0,709710676;4608,189521;73,70339624;97,36499997;62,22702215;73,97596186;63,92467622;1;4367,798011;4,811027627;6,833512441;0,629183918
Education;Master's;3;0,564939112;2028,96609;71,19454815;60,28107438;61,36610355;50,79267727;27,17103703;4;2161,356439;2,903239803;4,636180926;1,357414847
Finance;High School;9;0,578525188;2550,286204;60,41279469;80,68415939;66,96186703;54,59922553;61,01622808;9;2063,815364;9,415019294;1,14552586;1,058276524
Education;Bachelor's;29;1,134637181;3551,512239;28,24170476;61,15431673;74,90993598;66,33445113;50,48664766;3;3821,228104;11,83420982;6,325019385;1,361362719
Healthcare;PhD;20;0,41256874;2943,596439;36,61219817;77,28343325;71,9333886;71,85860248;67,37753848;7;2912,769185;3,437529432;1,113920456;1,331134765
Finance;Bachelor's;29;0,998603942;2060,986894;22,76378382;84,1987565;60,91365994;63,97347206;76,63453187;0;355,0339011;12,89839167;1,010832525;0,782042355
Retail;Master's;6;0,898909473;2460,401557;75,8494445;59,51139654;56,5225705;79,09326333;69,41771977;4;4460,560078;9,221616719;6,544887059;1,047737444
Finance;Bachelor's;10;0,895329517;4075,16368;59,64791178;76,04428914;50,62889062;52,76748946;77,7248936;9;153,9155112;10,96959716;2,701153606;0,583217703
Tech;High School;21;1,028210285;1751,5812;64,78177306;73,45298722;57,69816193;57,22898551;15,10930987;0;3741,981781;14,62822403;2,726987947;1,415251884
Finance;Master's;10;0,867734851;1140,148579;38,69430437;53,55187107;85,26781851;84,76292004;12,52960306;9;3793,970714;3,087852847;6,879444092;0,904262715
Tech;PhD;13;1,330957161;1909,234408;70,73921134;90,91539088;62,18192847;57,10704268;30,68004542;9;4765,555426;13,7159123;1,483274691;0,893676184
Finance;High School;17;1,045812129;4322,90397;35,57619702;66,78412003;73,43009051;81,98876008;82,05328673;3;270,672042;3,639335048;3,820650053;0,802755371
Tech;High School;9;0,865748552;900,4537169;20,09862543;78,72910988;79,56505745;52,73423104;75,89274008;7;2984,284304;7,108464486;2,344887119;0,960663745
